feat_0,feat_1,feat_2,feat_3,target
0.019476618439305843,0.3004964005947568,0.7301213887585827,1.0893407048657413,0.3484497196059114
0.06837181870950422,0.48775940169835935,0.9106823213612115,1.095772916686598,0.5414593500705818
0.3706753248652439,0.2635048823368313,0.9336349055448356,1.186953521507164,0.33027054957112606
0.6930919854267816,0.736007157442591,1.1991270208632612,1.4664293140342533,1.1973737196526597
0.3540563678293391,1.1016160778746735,1.5510795104234958,1.092907039276284,0.6976948635204112
0.4499486995565393,0.6925082106054765,1.1301771626871608,1.108625499407393,0.8418342065609677
0.9937994344528371,1.3577054638269326,1.6344348943990883,1.6597876127082398,1.0008681140132303
0.8750491179776922,1.2930699166173356,1.2395781233219674,1.254810536091144,1.947678364093571
0.6428219554129555,1.0533813961634806,1.2627584711109705,1.0635589416603635,1.2555883006383581
0.9648403067067889,1.256987467676794,1.7074139429491735,1.2555716488324522,2.2386189214535843
0.7736563871907991,1.7364437118872398,1.7494133939753869,1.2803504385744415,1.8700655949787883
0.8240759762561969,1.553361268005824,1.7357522470304263,1.7259730614892352,1.6726065527844682
1.042171878476933,1.3935659295338039,1.1855824252303975,1.5311591506501938,1.2218729483738051
0.534305112840107,1.3414126096389771,1.377307564930335,1.538004414782925,0.8203533115731174
0.6018181097110805,1.4174184242445482,1.6665234572240681,1.3959492403753746,1.3058304962583729
0.9021992474025796,1.2557485523671745,1.4260621583708293,1.3563247739512496,1.0519466545571716
0.7885277187095698,0.8310568847635923,1.0903900128969874,0.8659509829441556,0.3304408998529968
1.1085597939911715,1.8297345359456525,1.405194672284193,0.8964555243562378,0.6686441263978284
0.7807267855171107,1.308733586412634,1.0329192357916055,0.5973164109389197,0.38123253728033996
0.6221534698109441,1.3094058804509294,1.5711051779175715,0.6821406128303173,1.1765081138619289
1.299301181821735,1.125208998022158,1.4101266179599643,0.7878482345917879,1.407904002661876
0.8247762478275447,0.8762713363052103,1.0678072311253943,0.5255165503238046,0.41894782065496194
0.8377160707517416,0.9252743500470475,1.142245657220642,0.6887525672529178,0.4017621441982237
0.3962488406915169,0.47583182166803023,0.6967444104669976,-0.06045573600101678,-0.15965640026396732
